the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Furn_Code,Address,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.86197159046942 40.82369671652843),2,Bronx,209,18,85,32,15,BX03016AB,BETWEEN THERIOT AV & LELAND AV,40.823705,-73.861973,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90143957717007 40.83842871492205),2,Bronx,203,16,79,33,15,BX03054AB,BETWEEN THIRD AV & BATHGATE AV,40.838437,-73.901441,Claremont Village-Claremont (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89559857858053 40.84649171374409),2,Bronx,206,15,86,33,15,BX9002AB,BETWEEN THIRD AV & MONTERE,40.8465,-73.8956,Tremont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88979858003357 40.86079171078834),2,Bronx,206,15,78,34,15,BX03083AB,BETWEEN THIRD AV & WASHINGTON,40.8608,-73.8898,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00624855076917 40.71687174294337),1,Manhattan,101,1,66,26,10,MN01377AB,BETWEEN THOMAS ST & WORTH ST,40.71688,-74.00625,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80982060775453 40.819667715398026),2,Bronx,210,13,82,34,14,BX03039AB,BETWEEN THROGGS NECK & PRENTIS,40.819676,-73.809822,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9408985736694 40.69629174456046),3,Brooklyn,303,36,54,18,8,BR02530AB,BETWEEN THROOP AV & MARCUS GAR,40.6963,-73.9409,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94139857380166 40.68719174671199),3,Brooklyn,303,36,56,25,8,BR02575AB,BETWEEN THROOP AV & STUYVESANT,40.6872,-73.9414,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90862657192112 40.88106770741995),2,Bronx,208,11,81,34,16,BX03122AB,BETWEEN TIBBETT & RIVERDALE,40.881076,-73.908628,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95916256070882 40.814825722438975),1,Manhattan,109,7,70,30,13,MN0813AB,BETWEEN TIEMANN & LASALLE,40.814834,-73.959164,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95569857106467 40.646391754669736),3,Brooklyn,314,40,42,21,9,BR02876AB,BETWEEN TILDEN AV & BEVERLY RD,40.6464,-73.9557,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92989858020658 40.648391753807594),3,Brooklyn,317,45,58,21,9,BR02391AB,BETWEEN TILDEN AV & SNYDER AV,40.6484,-73.9299,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84609859330007 40.87689170603011),2,Bronx,212,12,83,36,16,BX03358AB,BETWEEN TILLOTSON AVE & BOSTON,40.8769,-73.8461,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90359157811909 40.8229257183735),2,Bronx,203,16,79,32,15,BX03383AB,BETWEEN TINTON & TRINITY,40.822934,-73.903593,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90677357751788 40.81285672081479),2,Bronx,201,8,84,29,15,BX03481AB,BETWEEN TINTON & WALES,40.812865,-73.906775,Melrose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10689852821301 40.56869177505339),5,Staten Island,502,50,64,24,11,SI05129AB,BETWEEN TITUS AV & MILL RD,40.5687,-74.1069,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.85149859285066 40.850091711131384),2,Bronx,211,13,82,34,14,BX03119AB,BETWEEN TOMLINSON & WILLIAMSBR,40.8501,-73.8515,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94141957404973 40.67987874771738),3,Brooklyn,303,36,56,25,8,BR02165AB,BETWEEN TOMPKINS AV & KINGSTON,40.679887,-73.941421,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94659857213048 40.69579174451158),3,Brooklyn,303,36,56,18,8,BR02426AB,BETWEEN TOMPKINS AV & MARCY AV,40.6958,-73.9466,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9123085735054 40.8534527130426),2,Bronx,205,14,86,29,15,BX03068AB,BETWEEN TREMONT AV & BURNSIDE,40.853461,-73.91231,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86186158984405 40.839426713615275),2,Bronx,209,18,87,32,14,BX03148AB,BETWEEN TREMONT AVE & METROPOL,40.839435,-73.861863,Parkchester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91047457584267 40.813534720246274),2,Bronx,201,17,84,29,15,BX03002AB,BETWEEN TRINITY AV & CALDWELL,40.813543,-73.910476,Melrose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93769857683318 40.662391751410055),3,Brooklyn,309,41,43,20,9,BR02738AB,BETWEEN TROY AV & ALBANY AV,40.6624,-73.9377,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93391757768157 40.67066174954072),3,Brooklyn,308,35,56,20,9,BR02521AB,BETWEEN TROY AV & SCHENECTADY,40.67067,-73.933919,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.1162985256386 40.56379177675521),5,Staten Island,503,50,64,24,11,SI0072AB,BETWEEN TYSENS LA & EBBITS ST,40.5638,-74.1163,Oakwood-Richmondtown,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.11709852482255 40.563791777132),5,Staten Island,503,50,64,24,11,SI05044AB,BETWEEN TYSENS LA & GUYON AV,40.5638,-74.1171,Oakwood-Richmondtown,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.908598588826 40.619891758187244),3,Brooklyn,318,46,59,19,8,BR02763AB,BETWEEN U AV & VETERANS,40.6199,-73.9086,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.91859857043752 40.852791713557416),2,Bronx,205,14,77,29,15,BX03066AB,BETWEEN UNDERCLIFF AV & TREMON,40.8528,-73.9186,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86739858738714 40.84479171294533),2,Bronx,211,15,87,33,14,BX03188AB,BETWEEN UNION PORT AV & VICTOR,40.8448,-73.8674,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8606725905591 40.83871971360935),2,Bronx,209,18,87,32,14,BX0041AB,BETWEEN UNION PORT RD & UNION,40.838728,-73.860674,Parkchester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85904359129519 40.83795371412974),2,Bronx,209,18,87,32,14,BX03296AB,BETWEEN UNION PORT RD & UNION,40.837962,-73.859045,Parkchester,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96136056886992 40.671027750488996),3,Brooklyn,309,35,57,21,9,BR02573AB,BETWEEN UNION ST & EASTERN PKW,40.671036,-73.961362,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9532985714124 40.669591750162645),3,Brooklyn,309,35,43,20,9,BR02746AB,BETWEEN UNION ST & EASTERN PKW,40.6696,-73.9533,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98069856179586 40.67629174956064),3,Brooklyn,306,39,52,25,7,BR02512AB,BETWEEN UNION ST & PRESIDENT S,40.6763,-73.9807,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95829856884741 40.669591750421716),3,Brooklyn,309,35,57,20,9,BR02572AB,BETWEEN UNION ST & PRESIDENT S,40.6696,-73.9583,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0027985542981 40.68459174930528),3,Brooklyn,306,39,51,26,7,BR02107AB,BETWEEN UNION ST & SACKETT ST,40.6846,-74.0028,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.77014062637069 40.73210673168926),4,Queens,408,23,25,11,6,QN04074AB,BETWEEN UNION TPKE & 73 AV,40.732115,-73.770142,Cunningham Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80905561430355 40.72036973487668),4,Queens,408,24,25,14,6,QN04450AB,BETWEEN UNION TPKE & 79 AV,40.720378,-73.809057,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79154861939043 40.725012734154774),4,Queens,408,24,24,14,5,QN04584AB,BETWEEN UNION TPKE & 80 RD,40.725021,-73.79155,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80464161502422 40.721128734702575),4,Queens,408,24,25,14,6,QN04059AB,BETWEEN UNION TPKE & 81 AV,40.721137,-73.804643,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80904861359116 40.719551735209),4,Queens,408,24,25,14,6,QN0442AB,BETWEEN UNION TPKE & GOETHALS,40.71956,-73.80905,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74652563277975 40.73549272970506),4,Queens,411,23,24,11,6,QN04098AB,BETWEEN UNION TPKE & GRAND CEN,40.735501,-73.746527,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7466986332499 40.736091729912836),4,Queens,411,23,24,11,6,QN0652AB,BETWEEN UNION TPKE & KINGSBURY,40.7361,-73.7467,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77009862595517 40.73149173185015),4,Queens,408,23,24,11,6,QN04626AB,BETWEEN UNION TPKE & RAMP,40.7315,-73.7701,Cunningham Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92374857031496 40.84391171497537),2,Bronx,204,16,77,29,15,BX03316AB,BETWEEN UNIVERSITY AV & 170 ST,40.84392,-73.92375,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91559857266148 40.850791713094885),2,Bronx,205,14,86,29,15,BX0328AB,BETWEEN UNIVERSITY AV & ANDREW,40.8508,-73.9156,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9127985733061 40.85389171299194),2,Bronx,205,14,86,33,15,BX03274AB,BETWEEN UNIVERSITY AV & ANDREW,40.8539,-73.9128,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90400157547474 40.86265871098104),2,Bronx,207,14,86,33,15,BX03232AB,BETWEEN UNIVERSITY AV & GRAND,40.862667,-73.904003,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90159857495472 40.868591709330104),2,Bronx,208,14,81,33,13,BX03236AB,BETWEEN UNIVERSITY AV & WEEB A,40.8686,-73.9016,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92858558061567 40.632748756735154),3,Brooklyn,318,45,41,21,8,BR02229AB,BETWEEN UTICA AV & E 49 ST,40.632757,-73.928587,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9319985786904 40.6635917508112),3,Brooklyn,309,41,43,20,9,BR02034AB,BETWEEN UTICA AV & SCHENECTADY,40.6636,-73.932,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79281961781062 40.75327172824632),4,Queens,407,19,26,11,6,QN04106AB,BETWEEN UTOPIA PKWY & 172 ST,40.75328,-73.792821,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79219361966219 40.725795733233774),4,Queens,408,24,25,14,6,QN0427AB,BETWEEN UTOPIA PKWY & 175 PL,40.725804,-73.792195,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79368361838615 40.73929673096421),4,Queens,411,20,25,16,6,QN04655AB,BETWEEN UTOPIA PKWY & 175 PL,40.739305,-73.793685,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79237261783977 40.738957730962),4,Queens,408,24,25,16,6,QN04409AB,BETWEEN UTOPIA PKWY & 182 ST,40.738966,-73.792374,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7925976174321 40.75764972725046),4,Queens,411,19,26,11,6,QN0387AB,BETWEEN UTOPIA PKWY & 189 ST,40.757658,-73.792599,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79211861691215 40.76898172518709),4,Queens,411,19,26,11,6,QN04244AB,BETWEEN UTOPIA PKWY & 32 AV,40.76899,-73.79212,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89654357778906 40.862488710579456),2,Bronx,207,15,78,33,13,BX0077AB,BETWEEN VALENTINE AV & GRAND C,40.862497,-73.896545,University Heights (North)-Fordham,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89499857837174 40.86199171021937),2,Bronx,205,15,78,33,15,BX0078AB,BETWEEN VALENTINE AV & TIEBOUT,40.862,-73.895,Fordham Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92799857724081 40.69249174518301),3,Brooklyn,303,36,56,18,8,BR02231AB,BETWEEN VAN BUREN ST & LAFAYET,40.6925,-73.928,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88579858029394 40.87699170685012),2,Bronx,207,11,78,36,13,BX03298AB,BETWEEN VAN CORTLAND & 206 AV,40.877,-73.8858,Bedford Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89345657689526 40.88287170610881),2,Bronx,208,11,81,34,13,BX9005AB,BETWEEN VAN CORTLAND & STEVENS,40.88288,-73.893458,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93391857284344 40.740901735184735),4,Queens,402,26,37,12,12,QN04560AB,BETWEEN VAN DAM ST & 32 PL,40.74091,-73.93392,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88019859053132 40.73569173456685),4,Queens,404,25,35,16,6,QN04728AB,BETWEEN VAN HORN ST & VAN LOON,40.7357,-73.8802,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86559858836169 40.843491713086074),2,Bronx,211,13,80,33,14,BX0531AB,BETWEEN VAN NEST AV & MEAT AV,40.8435,-73.8656,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86549858812039 40.84399171272306),2,Bronx,211,15,80,33,14,BX0530AB,BETWEEN VAN NEST AV & MORRIS P,40.844,-73.8655,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8994695891546 40.65907775032929),3,Brooklyn,316,42,60,19,8,BR02158AB,BETWEEN VAN SINDERAN AV & JUNI,40.659086,-73.899471,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8850985935938 40.65139175166676),3,Brooklyn,305,42,60,19,8,BR02167AB,BETWEEN VANDALIA AV & CROTON L,40.6514,-73.8851,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.86604460006086 40.65918974960774),3,Brooklyn,305,42,60,19,8,BR02781AB,BETWEEN VANDALIA AV & FLATLAND,40.659198,-73.866046,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.8643065999295 40.65636074935251),3,Brooklyn,305,42,60,19,8,BR02765AB,BETWEEN VANDALIA AV & SEAVIEW,40.656369,-73.864308,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.07270853525364 40.62285276330418),5,Staten Island,501,49,61,23,11,SI05083AB,BETWEEN VANDERBILT AV &,40.622861,-74.07271,Rosebank-Shore Acres-Park Hill,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.89109859103564 40.662591749442434),3,Brooklyn,305,42,60,19,8,BR02037AB,BETWEEN VERMONT ST & WYONA ST,40.6626,-73.8911,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94704356820422 40.7562387331346),4,Queens,401,26,37,12,12,QN04529AB,BETWEEN VERNON BLVD & 10 ST,40.756247,-73.947045,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9356115713063 40.7672907305208),4,Queens,401,26,37,12,12,QN04316AB,BETWEEN VERNON BLVD & 12 ST,40.767299,-73.935613,Queensbridge-Ravenswood-Dutch Kills,AE,,2
POINT (-73.94559856759449 40.75759173258769),4,Queens,401,26,37,12,12,QN04070AB,BETWEEN VERNON BLVD & 9 ST,40.7576,-73.9456,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94899757713671 40.585992766367916),3,Brooklyn,315,48,45,23,9,BR02773AB,BETWEEN VOORHIES AV & SHORE PK,40.586001,-73.948999,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,AE,,1
POINT (-74.01005754908758 40.73287273970828),1,Manhattan,102,3,66,27,10,MNQN852AB,BETWEEN W 10 ST & CRISTOPHER S,40.732881,-74.010059,West Village,AE,,1
POINT (-73.98339856531649 40.60559176413581),3,Brooklyn,311,44,47,17,10,BR02788AB,BETWEEN W 10 ST & W 11 ST,40.6056,-73.9834,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96819855819338 40.796891726228175),1,Manhattan,107,7,69,30,13,MN01250AB,BETWEEN W 100 ST & W 101 ST,40.7969,-73.9682,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96912755822503 40.79796072592072),1,Manhattan,107,7,69,30,10,MN0358AB,BETWEEN W 101 ST & W 102 ST,40.797969,-73.969129,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96934955768013 40.79830572599606),1,Manhattan,107,6,69,31,10,MN0357AB,BETWEEN W 102 ST & W 101 ST,40.798314,-73.969351,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96726855905462 40.79808172553555),1,Manhattan,107,7,69,30,13,MN0788AB,BETWEEN W 102 ST & W 103 ST,40.79809,-73.96727,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96483555951797 40.796751725689354),1,Manhattan,107,7,69,30,13,MN0239AB,BETWEEN W 104 ST & W 102 ST,40.79676,-73.964837,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96849855838671 40.79959172485042),1,Manhattan,107,6,69,31,10,MN0356AB,BETWEEN W 104 ST & W 103 ST,40.7996,-73.9685,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96634855919181 40.799331725718204),1,Manhattan,107,7,69,30,13,MN01058AB,BETWEEN W 104 ST & W 105 ST,40.79934,-73.96635,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96769855815381 40.80149172504635),1,Manhattan,107,7,69,31,10,MN0354AB,BETWEEN W 106 ST & W 107 ST,40.8015,-73.9677,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96539855926075 40.80069172510076),1,Manhattan,107,7,69,30,13,MN0790AB,BETWEEN W 106 ST & W 107 ST,40.8007,-73.9654,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96218256069977 40.80035072512831),1,Manhattan,107,7,69,30,13,MN0770AB,BETWEEN W 108 ST & W 107 ST,40.800359,-73.962184,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96725755871991 40.80305972491414),1,Manhattan,107,7,69,31,10,MN0353AB,BETWEEN W 108 ST & W 109 ST,40.803068,-73.967259,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96129855993755 40.8014917243106),1,Manhattan,107,7,69,30,13,MN01039AB,BETWEEN W 110 ST & W 109 ST,40.8015,-73.9613,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9670805584111 40.80398272441767),1,Manhattan,107,7,69,31,10,MN01323AB,BETWEEN W 110 ST & W 109 ST,40.803991,-73.967082,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95747356180084 40.80134972412123),1,Manhattan,110,9,70,30,13,MN01218AB,BETWEEN W 111 ST & W 112 ST,40.801358,-73.957475,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96609855813361 40.80529172420516),1,Manhattan,109,7,69,31,10,MN0350AB,BETWEEN W 112 ST & W 111 ST,40.8053,-73.9661,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96519355875213 40.80656872412313),1,Manhattan,109,7,69,31,10,MN0348AB,BETWEEN W 114 ST & W 113 ST,40.806577,-73.965195,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96172856005559 40.80570072421982),1,Manhattan,109,7,70,30,10,MN01343AB,BETWEEN W 114 ST & W 115 ST,40.805709,-73.96173,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96383255943846 40.807767723766645),1,Manhattan,109,7,69,30,10,MN0345AB,BETWEEN W 115 ST & W 116 ST,40.807776,-73.963834,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96136256051112 40.80659572362675),1,Manhattan,109,7,69,30,10,MN0271AB,BETWEEN W 116 ST & W 115 ST,40.806604,-73.961364,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96427755861883 40.80780372395037),1,Manhattan,109,7,69,30,10,MN0346AB,BETWEEN W 116 ST & W 115 ST,40.807812,-73.964279,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9521985630033 40.80339172430132),1,Manhattan,110,9,70,30,13,MN01006AB,BETWEEN W 116 ST & W 117 ST,40.8034,-73.9522,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95539856247429 40.80439172382798),1,Manhattan,110,9,70,30,13,MN01009AB,BETWEEN W 116 ST & W 117 ST,40.8044,-73.9554,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96079855975047 40.806891723316255),1,Manhattan,109,7,69,30,10,MN0270AB,BETWEEN W 116 ST & W 118 ST,40.8069,-73.9608,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96043855978378 40.80782172312667),1,Manhattan,109,7,69,30,10,MN0272AB,BETWEEN W 118 ST & W 116 ST,40.80783,-73.96044,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95977456032685 40.80836472333408),1,Manhattan,109,7,70,30,10,MN0273AB,BETWEEN W 118 ST & W 119 ST,40.808373,-73.959776,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98429856483206 40.60559176363807),3,Brooklyn,311,44,47,17,10,BR02610AB,BETWEEN W 12 ST & W 11 ST,40.6056,-73.9843,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95956856107976 40.80904172311771),1,Manhattan,109,7,69,30,10,MN0274AB,BETWEEN W 120 ST & W 119 ST,40.80905,-73.95957,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95891656034411 40.80954372282193),1,Manhattan,109,7,70,30,10,MN0275AB,BETWEEN W 120 ST & W 121 ST,40.809552,-73.958918,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9614885600246 40.81166172313872),1,Manhattan,109,7,69,30,10,MN01226AB,BETWEEN W 122 ST & W 121 ST,40.81167,-73.96149,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96073456031756 40.81201572274531),1,Manhattan,109,7,69,30,13,MN0810AB,BETWEEN W 122 ST & W 123 ST,40.812024,-73.960736,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95749856149027 40.811491722940254),1,Manhattan,109,7,69,30,13,MN01372AB,BETWEEN W 123 ST & LASALLE,40.8115,-73.9575,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95808456080172 40.81105672246315),1,Manhattan,109,7,69,30,13,MN01062AB,BETWEEN W 123 ST & MORNINGSIDE,40.811065,-73.958086,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9566815608123 40.81301272204916),1,Manhattan,109,7,69,30,13,MN01371AB,BETWEEN W 125 ST & LASALLE,40.813021,-73.956683,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9451565656324 40.80795072270822),1,Manhattan,110,9,70,30,13,MN01309AB,BETWEEN W 125 ST & W 126 ST,40.807959,-73.945158,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95591356121446 40.813662722397716),1,Manhattan,109,7,70,30,13,MN01430AB,BETWEEN W 125 ST & W 126 ST,40.813671,-73.955915,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9483865635486 40.80922572272974),1,Manhattan,110,9,70,30,13,MN0317AB,BETWEEN W 126 ST & W 125 ST,40.809234,-73.948388,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.951198563141 40.81039172245369),1,Manhattan,110,9,70,30,13,MN0819AB,BETWEEN W 126 ST & W 125 ST,40.8104,-73.9512,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94259856552227 40.82179171960532),1,Manhattan,110,9,70,30,13,MN01258AB,BETWEEN W 127 ST & W 128 ST,40.8218,-73.9426,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9441885650477 40.80929672253854),1,Manhattan,110,9,70,30,13,MN01330AB,BETWEEN W 127 ST & W 128 ST,40.809305,-73.94419,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9500275629345 40.811924722488506),1,Manhattan,110,9,70,30,13,MN01219AB,BETWEEN W 128 ST & W 127 ST,40.811933,-73.950029,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9489985637648 40.812891722302346),1,Manhattan,110,9,70,30,13,MN01268AB,BETWEEN W 129 ST & W 130 ST,40.8129,-73.949,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95439356126636 40.81612072155538),1,Manhattan,109,7,70,30,13,MN01146AB,BETWEEN W 131ST & W 130 ST,40.816129,-73.954395,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95369856143449 40.816591721419016),1,Manhattan,109,9,70,31,13,MN0804AB,BETWEEN W 131ST & W 133 ST,40.8166,-73.9537,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94543556449584 40.813228721390765),1,Manhattan,110,9,70,30,13,MN01345AB,BETWEEN W 132 ST & W 131 ST,40.813237,-73.945437,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
